,M_u_-10d,M_u_0d,M_u_10d,M_u_20d,M_u_30d,M_u_40d,M_g_-10d,M_g_0d,M_g_10d,M_g_20d,M_g_30d,M_g_40d,M_r_-10d,M_r_0d,M_r_10d,M_r_20d,M_r_30d,M_r_40d,M_i_-10d,M_i_0d,M_i_10d,M_i_20d,M_i_30d,M_i_40d,M_z_-10d,M_z_0d,M_z_10d,M_z_20d,M_z_30d,M_z_40d,M_y_-10d,M_y_0d,M_y_10d,M_y_20d,M_y_30d,M_y_40d,object_id,i-y_new,r-i_new
2427,-18.427804958623675,-18.47411477289547,-18.507987013400815,-18.528034707668603,,,-19.027245413136335,-19.03950573608808,-19.033663955828196,-19.01644087741388,,,-19.33359263612825,-19.34508392033981,-19.340194727309772,-19.320856131723097,,,-19.423813940935155,-19.43271508391457,-19.424811906130877,-19.40275085880925,,,-19.37802991137595,-19.391865944595388,-19.385958496248527,-19.36248415713508,,,-19.29236924404028,-19.312776903138506,-19.315310597004107,-19.299424325086797,,,sogannen_gador_ang,-0.11620674758252392,0.0873591645616898
2428,-17.46252963953816,-17.83762782962063,-17.843634367165635,-17.53726295286144,-17.096897876749637,-16.602738769166166,-18.012634695696676,-18.331205601162637,-18.170577267859827,-17.766617505355683,-17.275237994062152,-16.753144296514307,-18.321075051564264,-18.61539769763307,-18.396141591762003,-17.93601555374316,-17.421088339574823,-16.884699879641275,-18.352314379413528,-18.628021952442964,-18.433458626075208,-17.98846648395751,-17.483410455295484,-16.947832610717086,-18.262889496965823,-18.52461469823318,-18.37567440254483,-17.98079895067528,-17.49040236060131,-16.961673676675346,-18.120429603402712,-18.37597925541651,-18.267890915482425,-17.92276767023985,-17.457831097922195,-16.941603191028477,tachol_drafn_nidh,-0.24793232915418173,0.012624254809892932
2429,-21.147458480640587,-21.159226574292113,,,,,-21.665297290034665,-21.67018508537948,,,,,-22.03652634766022,-22.03880556162685,,,,,-22.189786196781448,-22.19104054418211,,,,,-22.24266351409984,-22.243754977346832,,,,,-22.20882732813221,-22.210147436531063,,,,,tachol_tang_pendrath,0.019106892348958127,0.1522349825552567
2430,-21.19929522687347,-21.199352323905146,-21.199303368275608,-21.19914487708195,-21.198873156075123,-21.198484281601083,-21.045820230999624,-21.046029764236792,-21.04607798712091,-21.04596344859985,-21.045684747573347,-21.04524054470508,-20.74731398283876,-20.74875424376752,-20.750046953830577,-20.751196647457007,-20.752207547094415,-20.75308357225029,-20.375633771582542,-20.378712543146676,-20.381809365848028,-20.38492971684954,-20.388078723558067,-20.391261014204105,-19.95702011657893,-19.960024301644623,-19.963136208724933,-19.96636119199674,-19.96970509937583,-19.973174312778383,-19.575570443074355,-19.581684077149248,-19.5879826784451,-19.594465042046068,-19.601129183459733,-19.607972157409503,talraph_haeron_Mithrim,-0.680964176867974,-0.3022391221262808
2431,-21.485875308225,-21.48824060564089,-21.48529098409893,-21.476830794551084,-21.463396460933247,-21.445563938268315,-21.389217022350618,-21.38607535202447,-21.37857338146072,-21.36688728735704,-21.35121794217763,-21.331780124666444,-21.13074576178399,-21.120910826086423,-21.10793929333692,-21.092904063381503,-21.075644445737545,-21.055820756440973,-20.85596713347598,-20.85171497821957,-20.842732226571364,-20.829484130816105,-20.81230638412145,-20.79140666611547,-20.59511325707133,-20.598843321948117,-20.596820549458975,-20.58907651644667,-20.57583414225366,-20.557503966457013,-20.33856515055883,-20.345743314695248,-20.347491573193643,-20.343885236310506,-20.335041703674328,-20.321114238001037,thul_mirdan_nadhras,-0.5086632791148133,-0.28044564666515726
2432,-17.160009019604068,-17.127089979800807,-16.923542675995243,-16.544023046777674,-15.556957863523373,-13.852652661812748,-17.937823350828133,-17.93927761178673,-17.776841649307904,-17.42166411838695,-16.72127453186082,-15.948713968762483,-18.5096878440686,-18.60112204733499,-18.44546586156157,-18.09555158434602,-17.568266981284786,-16.983212247469204,-18.729885750752665,-18.852427611396383,-18.720828392229855,-18.430589305406677,-18.047728250209268,-17.536008731067334,-18.752253612172588,-18.890902015644407,-18.7911067703155,-18.55187273597374,-18.208493233767435,-17.761031492995393,-18.689410005164895,-18.83534477387375,-18.76235456617743,-18.55011053981466,-18.223893279168173,-17.80993933678102,thurin_Gonhir_Druadan,-0.01768097745737407,0.24941700017780022
2433,-17.72542619743512,-17.715700982976834,-17.70379502880676,-17.68971037851427,-17.673443940853183,-17.65498756196363,-18.05985552715361,-18.05469203610108,-18.047895870326677,-18.039516836322345,-18.02959610988301,-18.018166325333475,-18.331472008370888,-18.32996333509346,-18.3274902498758,-18.324127775865925,-18.319939937714445,-18.314980075872235,-18.38687029728259,-18.387319354491332,-18.386880160649348,-18.38561228527181,-18.383564253696782,-18.380773293753258,-18.298578914859668,-18.29930214426343,-18.298933922712415,-18.29750109863594,-18.29502242781198,-18.29150804226108,-18.13577529136591,-18.13562017080553,-18.13416853978645,-18.131421671956055,-18.1273754546936,-18.12201995422071,tirith_bregedur_galad,-0.2514502395672338,0.055385416013265854
2434,-16.86253222337845,-18.054216294830667,-17.997367080722356,-17.984790559896936,-17.522724436031098,-16.662921453093873,-16.946441657062735,-18.24318853709906,-18.11418825886288,-18.13927058726412,-17.64708378149868,-16.761844095943516,-17.0240779503809,-18.435292506786368,-18.21270403557702,-18.263279223267133,-17.743216861732208,-16.852465037025198,-17.11676125567321,-18.51970850513915,-18.2459473664762,-18.265582555607097,-17.75668705116611,-16.894945889877633,-17.225015652698517,-18.498864148328877,-18.22964858394087,-18.19408744609872,-17.712382632467794,-16.89719897032323,-17.281341301510466,-18.41470539172479,-18.178189120530817,-18.08964999672372,-17.633803756962834,-16.86542777746604,toll_eredh_faen,-0.1023557608673542,0.08441599835278168
2435,-18.24781696084371,-18.251979303284493,-18.255494500708743,-18.258404353358703,-18.26075109533317,-18.26257703127832,-18.362146885646403,-18.363962905241102,-18.36510330078436,-18.36562054712781,-18.365565362372557,-18.36498685765067,-18.408844069917272,-18.409162620723585,-18.40883212370118,-18.407901115736216,-18.40641725791209,-18.404427174298625,-18.345319558507832,-18.345241972159393,-18.34459940534833,-18.3434293829474,-18.34176856171704,-18.339652727711503,-18.202385067787425,-18.203109391249946,-18.203244771322424,-18.202825315213737,-18.201883733018256,-18.200451120107452,-18.014166396256478,-18.015685587197503,-18.016619414996676,-18.01698598180949,-18.016802624387047,-18.016086870507557,uanui_noroth_haust,-0.32836601466229354,-0.06380386135028004
2436,-20.961504010774107,-20.96196629469901,-20.96142651321608,-20.959833943504464,-20.957135215942557,-20.953275590056037,-20.940900189755197,-20.94531914648545,-20.94846016333267,-20.95025920987635,-20.95064450916547,-20.949535593571422,-20.81441777117716,-20.82205526512618,-20.827912079399223,-20.83190912417666,-20.833959174437386,-20.833967838894523,-20.627536605110706,-20.63594125734832,-20.642696237703177,-20.647728990310156,-20.65096056282499,-20.65230404400947,-20.39701516420601,-20.402360935420333,-20.40616524003623,-20.40835104417272,-20.408839592358717,-20.40755065500346,-20.134192829526526,-20.134700229961183,-20.133736916872053,-20.131244178246348,-20.12716843859546,-20.12146290149846,ulug_Eluwaith_ingem,-0.5176231872386126,-0.1818869639940175
2437,-17.93331040837844,-17.924157657180196,-17.63456282678475,-17.233173035359407,-17.00203280252733,-16.89894451519917,-18.110801008870872,-18.122944599021245,-17.873153887324854,-17.494947414226864,-17.28275618260195,-17.1596566607033,-18.270757702995542,-18.342147990716747,-18.14304568613664,-17.80756170250634,-17.612369627007972,-17.450513772276402,-18.358577644460617,-18.480975784579503,-18.31386859402189,-18.00437703867717,-17.82995324435081,-17.645793680762303,-18.38384984859585,-18.533836666211663,-18.39668198440152,-18.10872283179641,-17.931051300437396,-17.742963568175718,-18.35712195531338,-18.510075842971226,-18.399727509476556,-18.142221270186138,-17.95755743487846,-17.76160171672816,ulug_hervenn_menel,0.025839016321853592,0.1197627126371259
2438,-17.605502056216444,-17.696409356308784,-17.777176049722264,-17.84609963504159,-17.903771551176455,-17.951461669523177,-18.398897138467312,-18.44533469219987,-18.489736475612,-18.530152792410128,-18.565382167021987,-18.594795068896666,-19.20751349850962,-19.22503442934606,-19.239828851781873,-19.251155408385223,-19.25885784745623,-19.263028791303547,-19.638534028367964,-19.64551060775718,-19.64993331243047,-19.651685312213793,-19.650560560262527,-19.64629187979124,-19.83154478859195,-19.836166266446845,-19.83840002178338,-19.837762089086645,-19.833654547249857,-19.82557019202928,-19.876199738693977,-19.87741851848117,-19.8762601240114,-19.872508866028703,-19.865976479401333,-19.856538255648324,Dornhoth_salab_corch,0.22571102513619223,0.3633852552420791
2439,-16.66433006354773,-16.984334380977423,-16.72064822519139,,,,-17.93784864270139,-18.264142122667756,-17.976574272299963,-17.085743831761796,-15.464169206324932,-15.1248403765158,-18.538273094621537,-18.883080425111963,-18.601517076557094,-18.026490389928945,-17.29742142876055,-16.887849253762106,-18.607069677018977,-18.955600405854817,-18.753762316240135,-18.303257643180793,-17.72189335524724,-17.310061180830537,-18.506952303941652,-18.851485985131895,-18.6994756807078,-18.273203969812663,-17.774499032139126,-17.32032860569948,-18.35730643641164,-18.68652665195908,-18.56650951754569,-18.172192144229292,-17.705328345398534,-17.24142843039987,Eru_alae_nath,-0.26421150452158315,0.07251998074285382
2440,-18.42554690277815,-18.835497936194106,-18.704469684665057,-18.38130387364899,-18.05290151886679,-17.756375490091543,-18.580108578527955,-18.995534514650473,-18.826480125401815,-18.48325425039036,-18.159874266482987,-17.86406780760734,-18.713238462225977,-19.12289101488024,-18.9206887454242,-18.56507392787698,-18.25955326915141,-17.960735067789116,-18.738777414298298,-19.130475708689332,-18.93324894495588,-18.58372479773982,-18.300641903916812,-17.9940438471467,-18.67975969903081,-19.056614320749745,-18.885004003067507,-18.553367173971623,-18.28263322527131,-17.968231225256048,-18.5784186628906,-18.94022504106698,-18.798075104504505,-18.488840293789323,-18.21669861700913,-17.900189346723707,Ithil_law_galas,-0.18764689884970664,0.007584693809093324
2441,-17.024614199385063,-17.0732170079799,-17.026102328997403,-16.908439025998554,-16.73201577972734,-16.50566373048705,-17.152730507557486,-17.207111683080605,-17.138888355847662,-16.988444054538185,-16.835560855628508,-16.66485678226376,-17.212507494828024,-17.291573265487266,-17.229161777303396,-17.096723214578056,-16.963960698383254,-16.852710183486103,-17.11178833084015,-17.197739216496153,-17.186182772707987,-17.1138790424284,-17.030395483206938,-16.965925035963373,-16.948503926628582,-17.05164660063705,-17.07992830950203,-17.059582791408452,-17.02399663317872,-16.998541355837396,-16.774710454011135,-16.896843645619704,-16.954529068921495,-16.970418833131795,-16.970199094014397,-16.972660685529412,Mithrim_mereth_rom,-0.2096890567120795,-0.08806733315417148
2442,-18.28384885424077,-18.23096218180337,-18.169200036193665,-18.09886083021589,-18.020679788973403,-17.936140467322055,-18.817777214079335,-18.791242680817938,-18.756500514274443,-18.71362016440759,-18.663639680777344,-18.608940863518193,-19.243964249344835,-19.24073299006198,-19.228872285470864,-19.207511406980153,-19.17701710065422,-19.137681470260897,-19.3320348913336,-19.33496254976567,-19.33136794772927,-19.320913178861623,-19.302996129225868,-19.27701267338764,-19.255209957098906,-19.25909432092522,-19.256752424960588,-19.24784552340774,-19.23201725635993,-19.208947143429135,-19.107640092934837,-19.11171036969386,-19.10992596881527,-19.10206922653683,-19.08792548729206,-19.067306578980418,Tawarwaith_Gwathuirim_cabed,-0.22313403095475337,0.0909695529730783
2443,-18.07946433702061,-18.14990130270236,-18.05845759426154,-17.85903403133905,-17.639714744502186,-17.39456726008227,-18.343873048528692,-18.41873674081627,-18.32003074195387,-18.116931064457305,-17.885174799039532,-17.62899416333981,-18.470798814702164,-18.537293370836963,-18.458805184634087,-18.279785073628844,-18.059692996409836,-17.801067396779857,-18.395813531248123,-18.46738621101545,-18.421003709503097,-18.28160522067796,-18.079708725507885,-17.813069895328283,-18.23291668221829,-18.31913611050368,-18.3011656530511,-18.195373592041634,-18.017252784541455,-17.762995791552726,-18.041818914814044,-18.13995428878094,-18.142882471367894,-18.06302807967063,-17.90837141725224,-17.6717112589167,acharn_per_gwaloth,-0.31529584491838136,-0.06945564614392197
2444,-18.508724232205275,-18.92365941700023,-18.78054280799032,-18.375161315818083,-17.842917503348012,-17.238797436239814,-18.68734053705864,-19.089321672601436,-18.895269772199676,-18.455467258346253,-17.9002320981509,-17.28177475633081,-18.80395833948864,-19.19055919373057,-18.957411298144372,-18.48788287471958,-17.91661153515998,-17.290515512426175,-18.774553416937316,-19.09483800922434,-18.894407169111425,-18.430879456800778,-17.868218823564455,-17.249233689596814,-18.61822396185313,-18.869882691673276,-18.704877587954833,-18.30648025227864,-17.77454372364867,-17.17386299101748,-18.400697882962028,-18.61302653936884,-18.468677479379743,-18.140712361054906,-17.650579647261175,-17.074989143596206,aear_morgul_heleg,-0.4726685504163157,-0.0957211845062318
2445,-17.40993349382245,-17.428786494271677,-17.410211133229936,-17.363110998101547,-17.29248823259151,-17.200930262312482,-17.067852568990517,-17.060498103691117,-17.039727776104726,-16.988859807967955,-16.89973711582725,-16.783463211632196,-16.549176202100682,-16.53756597871366,-16.515171252493275,-16.46988637153993,-16.379381331176035,-16.229497779659567,-16.060593107233217,-16.04662542472869,-16.013704864017043,-15.950608452369169,-15.844599189250374,-15.692793183141788,-15.57593646360128,-15.55345489050508,-15.506186035497066,-15.427613263737427,-15.312365657089302,-15.158677527532449,-15.07365720699974,-15.047000009122982,-14.992578402283996,-14.906593578721242,-14.785667064734625,-14.627548683088378,aerlinn_nadhras_cund,-0.37912574469361005,-0.411859667060682
2446,-17.830238111644228,-17.858219667334374,-17.88485086437138,-17.9089158979368,-17.929260831526598,-17.94492518815408,-18.355530075409625,-18.377585107341396,-18.397605226677832,-18.414486234126336,-18.42733222129005,-18.435481855523825,-18.91216413379062,-18.9189803216022,-18.92401413625243,-18.926598307029103,-18.925125999891954,-18.918004262117144,-19.18292276817497,-19.18648105527165,-19.18464056480817,-19.177664006757205,-19.165710244521343,-19.148860802167427,-19.27923458831427,-19.28115781777391,-19.278075260612603,-19.27026093993087,-19.25806198314617,-19.24190862579615,-19.289670866162943,-19.291843288060925,-19.28986144951643,-19.284065394874258,-19.274798496213982,-19.26239881672499,aerlinn_sirion_gli,0.02206775732527433,0.15222655315729128
2447,-15.980973627013206,-16.100828841858906,-16.199633618543594,-16.280474073597553,-16.346544657452036,-16.400334820936315,-17.2866766557024,-17.315937940290233,-17.34157145252062,-17.363709100958353,-17.38246786517275,-17.39795605352065,-18.09711411409915,-18.10361047169551,-18.110067533313135,-18.1154126838212,-18.11943698719474,-18.12216340465995,-18.53123979755585,-18.531416103891836,-18.53002937720708,-18.527495538071086,-18.52394416756595,-18.51943595873822,-18.730095802543424,-18.727813937472128,-18.72427322524772,-18.719632924270023,-18.713919524651185,-18.70717384021338,-18.761901103987206,-18.76269708556503,-18.76204275941948,-18.760023846922714,-18.756717245970822,-18.752193151797226,agar_cugu_glaur,0.23113614880298883,0.4076582468038339
2448,-17.357022441702988,-17.425622597256314,-17.40520915950048,-17.296603794637356,-17.110877486212722,-16.88424745957571,-17.711396843102342,-17.77375459028523,-17.75281851230165,-17.645919309228425,-17.457672140751832,-17.245967981559566,-18.069933757758356,-18.118918788431692,-18.090417738006018,-17.990679879292124,-17.83314339809393,-17.64871589341933,-18.240046201301546,-18.284905326962352,-18.250667128566995,-18.15748160949446,-18.022712437133016,-17.864001063193662,-18.24098254956781,-18.281002734819715,-18.25586832452658,-18.17857806590427,-18.06444579217132,-17.927964140829665,-18.16016264562436,-18.195019136656175,-18.17858810043661,-18.117678700290703,-18.02291638378464,-17.90602066949925,ah_achad_bain,-0.08919329801528875,0.16540314674317358
2449,-20.407577414711326,-20.406230881831988,-20.403735779215168,-20.400098990948138,-20.39533005321617,-20.38944173623504,-20.455094349647013,-20.45582259959623,-20.45509332832394,-20.452900942846085,-20.449255172763003,-20.44418022616965,-20.38144596941868,-20.38862919542605,-20.393384401043136,-20.39565205337236,-20.39561579791841,-20.393502476867468,-20.17329168859598,-20.18222691445403,-20.18959627884776,-20.195432633790375,-20.199690721387384,-20.202331312170216,-19.933315133899995,-19.94411756187627,-19.953695190478346,-19.961999818923204,-19.968992570229815,-19.97464342461383,-19.699043524487703,-19.71114639000946,-19.72222230300933,-19.732198019184057,-19.7410071891468,-19.748589078334476,ah_navaer_agarwaen,-0.4468439964038424,-0.1925446730303122
2450,-17.243201547764507,-17.301061436682183,-17.33909564744095,-17.356324629054804,-17.352196514856352,-17.326739689146144,-17.670438851610633,-17.717370688637494,-17.746455803931575,-17.75623752071329,-17.745552611077635,-17.71409694125625,-17.996086322374545,-18.023858666797643,-18.03350467877367,-18.022488211920127,-17.98829851325352,-17.931048068473423,-18.07655232476055,-18.08607893354037,-18.077110085092308,-18.04722200703602,-17.99773601592134,-17.93184560545324,-17.985000874306728,-17.979296616779045,-17.959898151092823,-17.925766166278656,-17.876830314872784,-17.813715446416545,-17.820435854390148,-17.80471030101399,-17.778867813351816,-17.74210894469649,-17.6937201066846,-17.632999498426535,aiglos_saig_mindon,-0.25836754063168144,0.05257425476669653
2451,-17.839988328386056,-17.838952363744497,-17.83665955381113,-17.833116948953744,-17.828346106889185,-17.82236926724157,-18.259179531645515,-18.2618352538084,-18.263339055022257,-18.26371231867283,-18.262978508108816,-18.261162882369035,-18.589714420431974,-18.59248454325656,-18.59398351105092,-18.594261920758797,-18.593353016977616,-18.59128627546625,-18.64878076295274,-18.649433312745614,-18.64889302222444,-18.647177766733066,-18.644334895941768,-18.64041260880579,-18.514950188074735,-18.514398215883418,-18.51291003093867,-18.510511569523945,-18.507229843945012,-18.50309313796339,-18.30864078488777,-18.30814947099104,-18.306970319835557,-18.30512136488177,-18.30262217171925,-18.29949401307023,aith_glass_firiel,-0.27505496254930506,0.05512884136238938
2452,-17.503936651630134,-17.550325473154082,-17.403796512769325,-17.335245685492318,-17.23747245795142,-17.069297208310623,-17.936767657053686,-18.043946788933887,-17.904936175464066,-17.777358309633563,-17.600797495636606,-17.372739683470037,-18.387652403273655,-18.55406626131528,-18.437333655195225,-18.21491928558597,-17.95815742249571,-17.677021121761435,-18.61938388462476,-18.798205616548067,-18.68586766358225,-18.431293070054345,-18.15880353680829,-17.86062796150899,-18.634487892414292,-18.820459156116335,-18.72077354748965,-18.483381439644155,-18.241275574982687,-17.945749120033803,-18.54186209200359,-18.726096763216624,-18.65818851720416,-18.46183192891383,-18.246672886848337,-17.96153545631598,alag_amlug_gaurwaith,-0.07003231050121883,0.24356161351161632
2453,-21.500349544550325,-21.50068858065628,-21.50032109138868,-21.499251962759296,-21.49748962920599,-21.495045826835245,-21.46179991754598,-21.46295602209141,-21.46312416883159,-21.46234760912528,-21.460686307238554,-21.45819512000343,-21.206056917513926,-21.208833526952837,-21.210893343077153,-21.2122671653997,-21.212954374702186,-21.212958238714545,-20.901247821832577,-20.90355663072821,-20.905162232854572,-20.906067493522237,-20.906292745901705,-20.905866337127797,-20.65014753126635,-20.648903725544237,-20.64605456694273,-20.641903641624943,-20.636746965610065,-20.630872530748142,-20.33116269227327,-20.329989009767353,-20.328092088531257,-20.32549972784006,-20.322258851461665,-20.31843081521638,alph_nana_panas,-0.5746998323582773,-0.3067405511006882
2454,-17.618559755749367,-17.759803381841827,-17.693306673216462,-17.567353276227614,-17.403801292505328,-17.19414380573547,-17.905294498333383,-18.060259476493393,-18.00028497115496,-17.833478390028823,-17.631147302550197,-17.39361579094045,-18.159315543264135,-18.30745537531012,-18.246279159190827,-18.050706682668256,-17.82766301311343,-17.57645653236488,-18.25741613580411,-18.37457644855497,-18.290417015713665,-18.102223271187533,-17.892297221671463,-17.6453704149233,-18.221328810078624,-18.32283056355501,-18.232327253693175,-18.05592626265277,-17.858161154251555,-17.61677838793066,-18.108932637232577,-18.20792057230596,-18.128129366846828,-17.96334394037398,-17.770224531741952,-17.531197794050918,amon_corch_idhren,-0.1666558762490098,0.06371546476009371
2455,-17.660533729539466,-18.42922666684973,-18.347415412806455,-17.73560725250924,-17.016424307543645,-15.766580917622775,-18.060971729791063,-18.71418291940479,-18.540209193048156,-17.88612739235414,-17.276073284838745,-16.334417026189627,-18.315205499556768,-18.89329438301482,-18.643501946707644,-17.99432278388933,-17.548222876138638,-16.94369947200535,-18.257416509702622,-18.8037194262361,-18.50179619832032,-17.939466614456194,-17.677250475654773,-17.259694058100166,-18.04914389120269,-18.56634530369608,-18.124757003593885,-17.76936768187568,-17.675212467495967,-17.36068566535596,-17.79246139827383,-18.28663593336819,-17.781195768524327,-17.55715732836326,-17.597091221479914,-17.352073646859637,anann_raegdan_lost,-0.5133597192524064,-0.08957495677871918
2456,-19.40028394805291,-19.426190428182572,-19.449312727322315,-19.46974884727832,-19.487588506884556,-19.502913207791075,-20.22020238343682,-20.228168517592216,-20.23451450783181,-20.23927161236704,-20.242469528828913,-20.244137215908317,-20.73584833078258,-20.741107232352924,-20.744307346816363,-20.745616941236825,-20.745188031417634,-20.743157544893528,-20.92959937129047,-20.93034432078388,-20.92962275951384,-20.927511760918527,-20.92409018468586,-20.919437881324065,-20.913799020570316,-20.91415337680925,-20.913022737944893,-20.91049901327049,-20.906669149906755,-20.901615765496057,-20.790461695397234,-20.791692116821316,-20.79154965084444,-20.790086503083938,-20.78735891988115,-20.783426120715397,annon_salab_aderthad,-0.13854726261433825,0.18467867241851366
2457,-17.10750515726714,-17.74021797923527,-17.47595466954759,-16.330367098276838,,-11.563845503036331,-17.189477673865937,-17.877129804902737,-17.60716268498139,-16.723130588118195,-15.081509887417283,-14.55477548147249,-17.22075636588879,-17.9489709880517,-17.65805480214054,-17.02670839144551,-16.07758639923229,-15.550758539136112,-17.15584752468793,-17.864518079626833,-17.554823846446737,-17.056001994535293,-16.377220709682675,-16.030942042231104,-17.025416803714506,-17.690528572647025,-17.370591449257148,-16.9398739413065,-16.388485932526905,-16.189379602190044,-16.85750064723473,-17.48049569331137,-17.178112970582646,-16.77006010009758,-16.30885842394315,-16.193998980708415,aphadrim_neledh_ist,-0.3840223863154648,-0.08445290842486486
2458,-20.08277993593078,-20.082894080697407,-20.08278231267692,-20.08244389852978,-20.0818777529663,-20.081082407798256,-19.954658101947935,-19.952557881568843,-19.9501448292367,-19.94742555546599,-19.944406906610475,-19.94109592756306,-19.695964584744495,-19.690258421212494,-19.684041276260295,-19.677344765003262,-19.670201150780635,-19.662643521989743,-19.462387614759443,-19.457015592761486,-19.45121423516527,-19.445011559377456,-19.43843633958452,-19.431518166443077,-19.290662161415742,-19.28842567515419,-19.28589222333482,-19.28307413801476,-19.279983838423128,-19.276633752596076,-19.15474840217195,-19.15499100880124,-19.15498804898493,-19.15474711874341,-19.15427516660268,-19.15357855401876,araf_agar_maecheneb,-0.33197971341506616,-0.23252490775885803
2459,-20.140289678090777,-20.19764280781039,-20.122436615333136,-19.923875968494748,-19.63512344442554,-19.28665992959906,-20.10293513481347,-20.17634517393153,-20.08435297434651,-19.84635951903983,-19.502979627010056,-19.09081740621716,-19.86409646654368,-19.93249630470084,-19.83366951141867,-19.57160544007194,-19.16277760046592,-18.675980208811488,-19.50415722005915,-19.575644855020503,-19.47746571024583,-19.20921856749083,-18.781598117378444,-18.259866398271065,-19.161384671079624,-19.234376879468947,-19.135403746822657,-18.874092318823408,-18.4791098544981,-18.017191446223585,-18.86136201528884,-18.931268094114948,-18.82931772735233,-18.583032692942744,-18.241697281898873,-17.861815535688358,araf_glamog_echad,-0.6437867450222257,-0.3570565330901587
2460,,-13.071114686200602,-13.757739193335,-10.616226526459272,-11.87433558436902,-13.098945743508878,-13.360139064489616,-15.264567199487416,-15.09782613378158,-13.990560997900417,-14.064026569680706,-14.18790035470876,-15.573497103203948,-16.329563433655935,-15.955589533352368,-15.354259606496685,-15.15232807903881,-14.978437369510516,-16.286163647329857,-16.7326008076693,-16.356064967279266,-15.93914692620028,-15.61885653242122,-15.37155669346184,-16.55467442277687,-16.853999699292757,-16.553675085079902,-16.17743375299888,-15.760692923672806,-15.5360967866673,-16.633051597439206,-16.862362347085835,-16.632192684891237,-16.294899684714053,-15.93563516018213,-15.651525755637635,aranarth_gellui_melethril,0.1297615394165348,0.3884470105408582
2461,-19.348651182871464,-19.346321413194744,-19.34291636363119,-19.33847156283015,-19.333021739391583,-19.32660082948199,-19.721186537071542,-19.716303594996873,-19.710534539209338,-19.703912965441987,-19.696471183638792,-19.688240399517525,-19.99104226456238,-19.987935436535608,-19.984087022787847,-19.979521407847784,-19.97426180976277,-19.96833046460091,-20.063907893630898,-20.064237878440508,-20.063932589099608,-20.06300280031138,-20.06145732058573,-20.059302792087426,-20.02250014580991,-20.023374920586775,-20.023657345640615,-20.02335394215943,-20.022467463607597,-20.02098878530073,-19.926906411372357,-19.92746431248179,-19.927457222250553,-19.926886993529436,-19.925754421871872,-19.924059356291764,aranarth_sirion_adan,-0.13670662873440165,0.06853781022651617
2462,-19.728752127240632,-19.729168975225612,-19.728741891603697,-19.727429572330728,-19.72518620164129,-19.72196099797859,-19.6610670385627,-19.65998820443621,-19.657986084520935,-19.655035586261697,-19.651113695831675,-19.646200586692252,-19.475587254419345,-19.473441633408832,-19.470229722522554,-19.46593969218431,-19.4605595601816,-19.454077331516196,-19.27831239477171,-19.2761040028798,-19.27273015759703,-19.268172029143123,-19.2624116960044,-19.25543315693007,-19.096543998836303,-19.09656184662726,-19.095427288724117,-19.093109239162395,-19.08957172408386,-19.08477331473312,-18.896870943677577,-18.898993136131047,-18.899972334493647,-18.89979551897789,-18.898450412921143,-18.895926577627655,aras_ang_aeruil,-0.3794406962451973,-0.1973495141992032
2463,-16.18962774724755,-16.216398130457897,-16.21293762220693,-16.17089506954523,-16.08251014006762,-15.953863626295352,-16.263977766236046,-16.28661110489835,-16.27475726604603,-16.224780846711816,-16.144637242815016,-16.039164717528386,-16.28858798850603,-16.31102353077869,-16.29180674806431,-16.250921822491357,-16.198124757682827,-16.124035121509145,-16.22196550263441,-16.260042834941693,-16.26793898852099,-16.252753798246736,-16.21956544973714,-16.162610695395465,-16.120296702778866,-16.16822888086393,-16.192842407655355,-16.194284465069437,-16.173490579707966,-16.1297037137953,-16.007543942569377,-16.055601225865196,-16.08509190603659,-16.093487652410452,-16.080208661148696,-16.04477320538671,archam_elu_rochben,-0.17481642910742323,-0.0425908102856738
2464,-15.113490354865178,-14.467549093738556,-11.553998155045832,,,,-15.926203030443348,-15.628878276672223,-15.098012501972448,-14.32976933317792,-13.69596897441808,-13.491515786916878,-16.555878605915126,-16.4612092314501,-16.30574397349774,-16.139618291849928,-15.973656094763228,-15.791684797368262,-16.857042867765145,-16.853076780200624,-16.803475961272014,-16.718657319443707,-16.602214889976494,-16.445624712760022,-16.97180459409772,-16.986560268039,-16.961014471010316,-16.898118959548313,-16.798515236316362,-16.661524485943175,-16.971597524710305,-16.991939589423268,-16.973419927433696,-16.91898203809052,-16.829264867580477,-16.703522439831204,archam_hu_cirion,0.13089814930938815,0.29094177495805695
2465,-18.94043515487836,-18.965929264138936,-18.989913885228233,-19.011542852384153,-19.030166254027023,-19.04533254513359,-19.392849267307326,-19.410751783536952,-19.42588088222945,-19.43770571372015,-19.44590566305388,-19.450310593940657,-19.905386499294195,-19.91031034298146,-19.911521413990418,-19.909080917183175,-19.903043698946277,-19.89346893985862,-20.21825467870832,-20.217982602606412,-20.21323776388948,-20.20437681993033,-20.191693176861037,-20.175402770261528,-20.35605262396038,-20.35531058562067,-20.350104229491578,-20.340893791570437,-20.327949248593413,-20.31138673760978,-20.37264296323407,-20.374629671367245,-20.372580977284542,-20.366659257044788,-20.35698148209414,-20.34356693963372,archam_lang_alph,0.15592272898484794,0.30713385662322423
